"Class"	"Cluster_name"	"Gene"
"Aminoglycoside"	"aph(6)-Id_1_clust"	"aph(6)-Id_5_18676889"
"Aminoglycoside"	"aph(3'')-Ia_2_clust"	"aph(3'')-Ia_2_AP009493"
"Aminoglycoside"	"aph(3'')-Ia_2_clust"	"aph(3'')-Ia_3_M37378"
"Aminoglycoside"	"aph(3'')-Ib_1_clust"	"aph(3'')-Ib_1_M28829"
"Aminoglycoside"	"aph(3'')-Ib_1_clust"	"aph(3'')-Ib_3_AF321550"
"Aminoglycoside"	"aph(3'')-Ib_1_clust"	"aph(3'')-Ib_4_AF313472"
"Aminoglycoside"	"aadE-Cc_1"	"aadE-Cc_1_CP013733"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_2_JF826500"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_3_X74412"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_4_AF458082"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_5_AY139594"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_6_AJ871915"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_7_DQ018384"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_8_AY920928"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_9_HM367610"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_10_HM367617"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_11_HM367620"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_12_HQ880250"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_13_DQ176450"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_14_DQ266447"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_15_EF205594"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_16_HQ386848"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_17_JTTZ01000034"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_19_GQ466184"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_20_AY139599"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_1_X04555"
"Aminoglycoside"	"aph(3')-VI_2_clust"	"aph(3')-VI_1_KC170992"
"Aminoglycoside"	"aph(3')-XV_2_clust"	"aph(3')-XV_2_GQ626879"
"Aminoglycoside"	"aph(3')-XV_2_clust"	"aph(3')-XV_3_EU165039"
"Aminoglycoside"	"aph(3')-IIIa_1_clust"	"aph(3')-IIIa_1_AF330699"
"Aminoglycoside"	"aph(3')-IIIa_1_clust"	"aph(3')-IIIa_2_AJ490186"
"Aminoglycoside"	"aph(3')-IIIa_1_clust"	"aph(3')-IIIa_3_AB247327"
"Aminoglycoside"	"aph(3')-Va_2_clust"	"aph(3')-Va_2_AB211959"
"Aminoglycoside"	"aph(3')-Vb_2_clust"	"aph(3')-Vb_2_AJ744850"
"Aminoglycoside"	"aph(3')-IIa_2_clust"	"aph(3')-IIa_2_V00618"
"Aminoglycoside"	"aph(3')-IIb_2_clust"	"aph(3')-IIb_2_CP006832"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_2_EU287476"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_3_EF015636"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_4_AF498082"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_5_AP004237"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_6_L05392"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_7_X62115"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_8_Y00452"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_9_EU722351"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_10_EU855787"
"Aminoglycoside"	"aph(2'')-Ih_1"	"aph(2'')-Ih_1_KF652096"
"Aminoglycoside"	"aph(2'')-Ig_1"	"aph(2'')-Ig_1_CP004067"
"Aminoglycoside"	"aph(2'')-If_1_clust"	"aph(2'')-If_1_KF652097"
"Aminoglycoside"	"aph(2'')-If_1_clust"	"aph(2'')-If_2_AY701528"
"Aminoglycoside"	"aph(2'')-Ia_2_clust"	"aph(2'')-Ia_2_AP009486"
"Aminoglycoside"	"aph(2'')-Ia_2_clust"	"aph(2'')-Ia_3_AJ536195"
"Aminoglycoside"	"aph(2'')-Ib_2_clust"	"aph(2'')-Ib_3_KF652098"
"Aminoglycoside"	"ant(6)-Ia_3"	"ant(6)-Ia_3_KF864551"
"Aminoglycoside"	"aac(2')-Ia_1"	"aac(2')-Ia_1_L06156"
"Aminoglycoside"	"aac(2')-Ib_1"	"aac(2')-Ib_1_U41471"
"Aminoglycoside"	"aac(2')-Ic_1"	"aac(2')-Ic_1_U72714"
"Aminoglycoside"	"aac(2')-Id_1"	"aac(2')-Id_1_U72743"
"Aminoglycoside"	"aac(2')-Ie_1"	"aac(2')-Ie_1_NC011896"
"Aminoglycoside"	"aac(3)-I_1"	"aac(3)-I_1_AJ877225"
"Aminoglycoside"	"aac(3)-Ia_1"	"aac(3)-Ia_1_X15852"
"Aminoglycoside"	"aac(3)-Ib_1"	"aac(3)-Ib_1_L06157"
"Aminoglycoside"	"aac(3)-Ib-aac(6')-I_"	"aac(3)-Ib-aac(6')-Ib'_1_AF355189"
"Aminoglycoside"	"aac(3)-Ic_1"	"aac(3)-Ic_1_AJ511268"
"Aminoglycoside"	"aac(3)-Id_1"	"aac(3)-Id_1_AB114632"
"Aminoglycoside"	"aac(3)-If_1"	"aac(3)-If_1_AY884051"
"Aminoglycoside"	"aac(3)-Ig_1"	"aac(3)-Ig_1_CP000282"
"Aminoglycoside"	"aac(3)-Ih_1"	"aac(3)-Ih_1_CP000490"
"Aminoglycoside"	"aac(3)-Ii_1"	"aac(3)-Ii_1_CP000356"
"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIa_1_X51534"
"Aminoglycoside"	"aac(3)-IIb_1"	"aac(3)-IIb_1_M97172"
"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIc_1_X54723"
"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IId_1_EU022314"
"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIe_1_EU022315"
"Aminoglycoside"	"aac(3)-IIIa_1"	"aac(3)-IIIa_1_X55652"
"Aminoglycoside"	"aac(3)-IIIb_2_clust"	"aac(3)-IIIb_1_L06160"
"Aminoglycoside"	"aac(3)-IIIc_1"	"aac(3)-IIIc_1_L06161"
"Aminoglycoside"	"aac(3)-IVa_1_clust"	"aac(3)-IVa_1_X01385"
"Aminoglycoside"	"aac(3)-VIa_1_clust"	"aac(3)-VIa_1_M88012"
"Aminoglycoside"	"aac(3)-VIIa_1"	"aac(3)-VIIa_1_M22999"
"Aminoglycoside"	"aac(3)-VIII_1_clust"	"aac(3)-VIIIa_1_M55426"
"Aminoglycoside"	"aac(3)-IXa_1"	"aac(3)-IXa_1_M55427"
"Aminoglycoside"	"aac(3)-Xa_1"	"aac(3)-Xa_1_AB028210"
"Aminoglycoside"	"aac(6')-Ia_2_clust"	"aac(6')-Ia_1_M18967"
"Aminoglycoside"	"aac(6')-Ib_2_clust"	"aac(6')-Ib_1_M21682"
"Aminoglycoside"	"aac(6')-Ic_1"	"aac(6')-Ic_1_M94066"
"Aminoglycoside"	"aac(6')-If_1"	"aac(6')-If_1_X55353"
"Aminoglycoside"	"aac(6')-Ig_1"	"aac(6')-Ig_1_L09246"
"Aminoglycoside"	"aac(6')-Ih_2_clust"	"aac(6')-Ih_1_L29044"
"Aminoglycoside"	"aac(6')-Ij_1"	"aac(6')-Ij_1_L29045"
"Aminoglycoside"	"aac(6')-Ik_1"	"aac(6')-Ik_1_L29510"
"Aminoglycoside"	"aac(6')-Ip_1"	"aac(6')-Ip_1_Z54241"
"Aminoglycoside"	"aac(6')-Im_1"	"aac(6')-Im_1_AF337947"
"Aminoglycoside"	"aac(6')-Iq_1_clust"	"aac(6')-Iq_1_AF047556"
"Aminoglycoside"	"aac(6')-Ir_1"	"aac(6')-Ir_1_AF031326"
"Aminoglycoside"	"aac(6')-Ix_1_clust"	"aac(6')-Is_1_AF031327"
"Aminoglycoside"	"aac(6')-Ih_2_clust"	"aac(6')-It_1_AF031328"
"Aminoglycoside"	"aac(6')-Ix_1_clust"	"aac(6')-Iu_1_AF031329"
"Aminoglycoside"	"aac(6')-Ih_2_clust"	"aac(6')-Iv_1_AF031330"
"Aminoglycoside"	"aac(6')-Iw_1"	"aac(6')-Iw_1_AF031331"
"Aminoglycoside"	"aac(6')-Iz_2_clust"	"aac(6')-Iz_1_AF140221"
"Aminoglycoside"	"aac(6')-Iad_1"	"aac(6')-Iad_1_AB119105"
"Aminoglycoside"	"aac(6')-Iae_1"	"aac(6')-Iae_1_AB104852"
"Aminoglycoside"	"aac(6')-Iq_1_clust"	"aac(6')-Iaf_1_AB462903"
"Aminoglycoside"	"aac(6')-Iai_1"	"aac(6')-Iai_1_EU886977"
"Aminoglycoside"	"aac(6')-I30_1_clust"	"aac(6')-I30_1_AY289608"
"Aminoglycoside"	"aac(6')-31_1"	"aac(6')-31_1_AM283489"
"Aminoglycoside"	"aac(6')-32_1"	"aac(6')-32_1_EF614235"
"Aminoglycoside"	"aac(6')-I30_1_clust"	"aac(6')-33_1_GQ337064"
"Aminoglycoside"	"aac(6')-IIa_1"	"aac(6')-IIa_1_M29695"
"Aminoglycoside"	"aac(6')-IIb_1_clust"	"aac(6')-IIb_1_L06163"
"Aminoglycoside"	"aac(6')-IIc_1"	"aac(6')-IIc_1_NC_012555"
"Aminoglycoside"	"aph(2'')-Ia_2_clust"	"aac(6')-aph(2'')_1_M13771"
"Aminoglycoside"	"aac(6')-Isa_1"	"aac(6')-Isa_1_AB116646"
"Aminoglycoside"	"aac(6')-Ib_2_clust"	"aac(6')-Ib3_1_X60321"
"Aminoglycoside"	"aacA43_1"	"aacA43_1_HQ247816"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"ant(3'')-Ia_1_X02340"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA1_2_FJ591054"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA1_3_JQ414041"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA1b_1_M95287"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA1_4_JQ480156"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA1_5_JX185132"
"Aminoglycoside"	"aadA2_1_clust"	"aadA2_2_JQ364967"
"Aminoglycoside"	"aadA2_1_clust"	"aadA3_1_AF047479"
"Aminoglycoside"	"aadA4_1_clust"	"aadA4_1_Z50802"
"Aminoglycoside"	"aadA4_1_clust"	"aadA5_1_AF137361"
"Aminoglycoside"	"aac(6')-Ib_2_clust"	"aadA6_1_AF140629"
"Aminoglycoside"	"aadA7_2_clust"	"aadA7_1_AF224733"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA8_1_AF326210"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA8b_2_AM040708"
"Aminoglycoside"	"aadA9_1"	"aadA9_1_AJ420072"
"Aminoglycoside"	"aadA10_1"	"aadA10_1_U37105"
"Aminoglycoside"	"aac(6')-Ib_2_clust"	"aadA11_1_AY144590"
"Aminoglycoside"	"aadA2_1_clust"	"aadA12_1_AY665771"
"Aminoglycoside"	"aadA13_2_clust"	"aadA13_1_AY713504"
"Aminoglycoside"	"aadA14_1"	"aadA14_1_AJ884726"
"Aminoglycoside"	"aadA2_1_clust"	"aadA15_1_DQ393783"
"Aminoglycoside"	"aadA16_1"	"aadA16_1_EU675686"
"Aminoglycoside"	"aadA2_1_clust"	"aadA17_1_FJ460181"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA21_1_AY171244"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA22_1_AM261837"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA23_1_AJ809407"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA24_1_AM711129"
"Aminoglycoside"	"ant(6)-Ia_2"	"ant(6)-Ia_2_KF421157"
"Aminoglycoside"	"aadD_1_clust"	"aadD_1_AF181950"
"Aminoglycoside"	"aadK_1"	"aadK_1_M26879"
"Aminoglycoside"	"aac(6')-Ib_2_clust"	"ant(3'')-Ii-aac(6')-IId_1_AF453998"
"Aminoglycoside"	"ant(4')-Ib_1"	"ant(4')-Ib_1_AJ506108"
"Aminoglycoside"	"ant(4')-IIa_1"	"ant(4')-IIa_1_M98270"
"Aminoglycoside"	"ant(4')-IIb_1"	"ant(4')-IIb_1_AY114142"
"Aminoglycoside"	"ant(6)-Ia_5_clust"	"ant(6)-Ia_1_AF330699"
"Aminoglycoside"	"ant(6)-Ib_1"	"ant(6)-Ib_1_FN594949"
"Aminoglycoside"	"aph(2'')-Ib_2_clust"	"aph(2'')-Ib_1_AF337947"
"Aminoglycoside"	"aph(2'')-Ic_1"	"aph(2'')-Ic_1_U51479"
"Aminoglycoside"	"aph(2'')-Id_1_clust"	"aph(2'')-Id_1_AF016483"
"Aminoglycoside"	"aph(2'')-Id_1_clust"	"aph(2'')-Ie_1_AY743255"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_1_V00359"
"Aminoglycoside"	"aph(3')-Ib_1_clust"	"aph(3')-Ib_1_M20305"
"Aminoglycoside"	"aph(3'')-Ic_1"	"aph(3'')-Ic_1_DQ336355"
"Aminoglycoside"	"aph(3')-Id_1"	"aph(3')-Id_1_Z48231"
"Aminoglycoside"	"aph(3')-IIa_2_clust"	"aph(3')-IIa_1_X57709"
"Aminoglycoside"	"aph(3')-IIb_2_clust"	"aph(3')-IIb_1_X90856"
"Aminoglycoside"	"aph(3')-IIc_1"	"aph(3')-IIc_1_AM743169"
"Aminoglycoside"	"aph(3')-IIIa_1_clust"	"aph(3')-III_1_M26832"
"Aminoglycoside"	"aph(3')-IV_1"	"aph(3')-IV_1_X03364"
"Aminoglycoside"	"aph(3')-Va_2_clust"	"aph(3')-Va_1_K00432"
"Aminoglycoside"	"aph(3')-Vb_2_clust"	"aph(3')-Vb_1_M22126"
"Aminoglycoside"	"aph(3')-Vc_1"	"aph(3')-Vc_1_S81599"
"Aminoglycoside"	"aph(3')-VI_2_clust"	"aph(3')-VIa_1_X07753"
"Aminoglycoside"	"aph(3')-VI_2_clust"	"aph(3')-VIb_1_AJ627643"
"Aminoglycoside"	"aph(3')-VIIa_1"	"aph(3')-VIIa_1_M29953"
"Aminoglycoside"	"aph(3')-VIII_1"	"aph(3')-VIII_1_ATGI01000028"
"Aminoglycoside"	"aph(3')-XV_2_clust"	"aph(3')-XV_1_Y18050"
"Aminoglycoside"	"aph(3'')-Ia_2_clust"	"aph(3'')-Ia_1_X53527"
"Aminoglycoside"	"aph(4)-Ia_1"	"aph(4)-Ia_1_V01499"
"Aminoglycoside"	"aph(6)-Ia_2_clust"	"aph(6)-Ia_1_AY971801"
"Aminoglycoside"	"aph(6)-Ib_1"	"aph(6)-Ib_1_X05648"
"Aminoglycoside"	"aph(6)-Ic_1"	"aph(6)-Ic_1_X01702"
"Aminoglycoside"	"aph(9)-Ia_1"	"aph(9)-Ia_1_U94857"
"Aminoglycoside"	"aph(9)-Ib_1"	"aph(9)-Ib_1_U70376"
"Aminoglycoside"	"rmtB2_1_clust"	"rmtB2_1_JN968578"
"Aminoglycoside"	"rmtF_1"	"rmtF_1_JQ808129"
"Aminoglycoside"	"rmtG_1"	"rmtG_1_JX486113"
"Aminoglycoside"	"rmtH_1"	"rmtH_1_KC544262"
"Aminoglycoside"	"armA_1"	"armA_1_AY220558"
"Aminoglycoside"	"npmA_1"	"npmA_1_AB261016"
"Aminoglycoside"	"rmtA_1"	"rmtA_1_AB120321"
"Aminoglycoside"	"rmtB2_1_clust"	"rmtB_1_AB103506"
"Aminoglycoside"	"rmtC_1"	"rmtC_1_AB194779"
"Betalactam"	"rmtD_1_clust"	"rmtD_1_DQ914960"
"Betalactam"	"rmtD_1_clust"	"rmtD2_1_HQ401565"
"Aminoglycoside"	"rmtE_1"	"rmtE_1_GU201947"
"Aminoglycoside"	"ant(9)-Ia_1"	"ant(9)-Ia_1_X02588"
"Aminoglycoside"	"aac(6')-Ib_2_clust"	"aac(6')-Ib-cr_1_DQ303918"
"Aminoglycoside"	"aac(6')-Ib_2_clust"	"aac(6')-Ib-cr_2_EF636461"
"Aminoglycoside"	"aph(3'')-Ib_1_clust"	"aph(3'')-Ib_2_AF024602"
"Aminoglycoside"	"aph(3'')-Ib_1_clust"	"aph(3'')-Ib_5_AF321551"
"Aminoglycoside"	"aph(6)-Id_1_clust"	"aph(6)-Id_2_AF024602"
"Aminoglycoside"	"str_1_clust"	"str_1_X92946"
"Aminoglycoside"	"str_1_clust"	"str_2_FN435330"
"Aminoglycoside"	"str_1_clust"	"str_3_AM932524"
"Aminoglycoside"	"aac(3)-IIIb_2_clust"	"aac(3)-IIIb_2_LLLC01000048"
"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIa_2_AY138987"
"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIa_3_X13543"
"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIa_4_L22613"
"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIa_5_FJ012882"
"Aminoglycoside"	"aac(3)-IVa_1_clust"	"aac(3)-IV_1_DQ241380"
"Aminoglycoside"	"aac(3)-VIa_1_clust"	"aac(3)-VIa_2_NC_009838"
"Aminoglycoside"	"aph(3')-Ib_1_clust"	"aph(3')-Ib_2_AJ744860"
"Aminoglycoside"	"ant(9)-Ia_2"	"ant(9)-Ia_2_M69221"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA24_1_DQ677333"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA8b_1_AY139603"
"Aminoglycoside"	"aadA2_1_clust"	"aadA2b_1_D43625"
"Aminoglycoside"	"aac(6')-Ii_1"	"aac(6')-Ii_1_L12710"
"Aminoglycoside"	"aac(3)-XI_1"	"aac(3)-XI_1_CTEG01000046"
"Aminoglycoside"	"aac(3)-VIII_1_clust"	"aac(3)-VIII_1_AB211959"
"Aminoglycoside"	"aac(3)-VIII_1_clust"	"aac(3)-VIII_2_AJ843080"
"Aminoglycoside"	"aac(3)-VIII_3"	"aac(3)-VIII_3_AJ748131"
"Aminoglycoside"	"kmr_1"	"kmr_1_ENA_ACB88605"
"Betalactam"	"blaNDM-18_1_clust"	"blaNDM-19_1_MF370080"
"Betalactam"	"blaNDM-18_1_clust"	"blaNDM-20_1_KY654092"
"Betalactam"	"blaNDM-18_1_clust"	"blaNDM-21_1_MG183694"
"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-368_1_KT736121"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-336_1_KF048907"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-337_1_KF048908"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-338_1_KF048909"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-339_1_KF048911"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-340_1_KF048912"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-341_1_KF048913"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-342_1_KF048915"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-343_1_KF048916"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-344_1_KF048917"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-345_1_KF048918"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-346_1_KF048919"
"Betalactam"	"blaOXA-347_1"	"blaOXA-347_1_ACWG01000053"
"Betalactam"	"blaOXA-496_1_clust"	"blaOXA-361_1_KF460531"
"Betalactam"	"blaOXA-496_1_clust"	"blaOXA-362_1_KF460532"
"Betalactam"	"blaOXA-496_1_clust"	"blaOXA-363_1_KF460533"
"Betalactam"	"blaOXA-364_1_clust"	"blaOXA-364_1_JX306689"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-365_1_KF885217"
"Betalactam"	"blaOXA-49_1_clust"	"blaOXA-366_1_KP050485"
"Betalactam"	"blaOXA-370_1_clust"	"blaOXA-370_1_KJ488943"
"Betalactam"	"blaOXA-280_1_clust"	"blaOXA-373_1_HG931732"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-374_1_KF986255"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-375_1_KF986256"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-376_1_KF986257"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-377_1_KF986258"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-378_1_KF986259"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-379_1_KF986260"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-380_1_KF986261"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-381_1_KJ135344"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-382_1_KJ135345"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-383_1_KF986262"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-384_1_KF986263"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-385_1_KF986253"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-386_1_KF986254"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-387_1_KJ173478"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-388_1_KJ135343"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-389_1_KJ135346"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-390_1_KJ135342"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-391_1_KJ427797"
"Betalactam"	"blaOXA-392_1_clust"	"blaOXA-392_1_AB901044"
"Betalactam"	"blaOXA-395_1_clust"	"blaOXA-395_1_AY306133"
"Betalactam"	"blaOXA-395_1_clust"	"blaOXA-396_1_AY306134"
"Betalactam"	"blaOXA-397_1_clust"	"blaOXA-397_1_KM087865"
"Betalactam"	"blaOXA-49_1_clust"	"blaOXA-398_1_KM087842"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-400_1_KJ780078"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-401_1_KJ780076"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-402_1_JX865391"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-403_1_KJ920337"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-404_1_KJ920338"
"Betalactam"	"blaOXA-370_1_clust"	"blaOXA-405_1_KM589641"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-406_1_KJ584915"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-407_1_KJ584916"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-408_1_KJ584917"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-409_1_KJ584918"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-410_1_KJ584919"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-411_1_KJ584920"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-412_1_KJ584921"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-413_1_KJ584922"
