"Class"	"Cluster_name"	"Gene"
"Aminoglycoside"	"aadD_1_clust"	"aadD_2_M19465"
"Aminoglycoside"	"aph(2'')-Ib_2_clust"	"aph(2'')-Ib_2_AF207840"
"Aminoglycoside"	"aph(7'')-Ia_1"	"aph(7'')-Ia_1_X03615"
"Aminoglycoside"	"aph(9)-Ia_2"	"aph(9)-Ia_2_CR628337"
"Aminoglycoside"	"aph(6)-Ia_2_clust"	"aph(6)-Ia_2_Y00459"
"Aminoglycoside"	"aph(6)-Id_1_clust"	"aph(6)-Id_1_M28829"
"Aminoglycoside"	"aph(3'')-Ia_2_clust"	"aph(3'')-Ia_2_AP009493"
"Aminoglycoside"	"aph(3'')-Ib_1_clust"	"aph(3'')-Ib_1_M28829"
"Aminoglycoside"	"aadE-Cc_1"	"aadE-Cc_1_CP013733"
"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_2_JF826500"
"Aminoglycoside"	"aph(3')-XV_2_clust"	"aph(3')-XV_2_GQ626879"
"Aminoglycoside"	"aph(3')-IIIa_1_clust"	"aph(3')-IIIa_1_AF330699"
"Aminoglycoside"	"aph(3')-Va_2_clust"	"aph(3')-Va_2_AB211959"
"Aminoglycoside"	"aph(3')-Vb_2_clust"	"aph(3')-Vb_2_AJ744850"
"Aminoglycoside"	"aph(3')-IIa_2_clust"	"aph(3')-IIa_2_V00618"
"Aminoglycoside"	"aph(3')-IIb_2_clust"	"aph(3')-IIb_2_CP006832"
"Aminoglycoside"	"aph(3')-Ia_2_clust"	"aph(3')-Ia_2_EU287476"
"Aminoglycoside"	"aph(2'')-Ih_1"	"aph(2'')-Ih_1_KF652096"
"Aminoglycoside"	"aph(2'')-Ig_1"	"aph(2'')-Ig_1_CP004067"
"Aminoglycoside"	"aph(2'')-If_1_clust"	"aph(2'')-If_1_KF652097"
"Aminoglycoside"	"aph(2'')-Ia_2_clust"	"aph(2'')-Ia_2_AP009486"
"Aminoglycoside"	"ant(6)-Ia_3"	"ant(6)-Ia_3_KF864551"
"Aminoglycoside"	"aac(2')-Ia_1"	"aac(2')-Ia_1_L06156"
"Aminoglycoside"	"aac(2')-Ib_1"	"aac(2')-Ib_1_U41471"
"Aminoglycoside"	"aac(2')-Ic_1"	"aac(2')-Ic_1_U72714"
"Aminoglycoside"	"aac(2')-Id_1"	"aac(2')-Id_1_U72743"
"Aminoglycoside"	"aac(2')-Ie_1"	"aac(2')-Ie_1_NC011896"
"Aminoglycoside"	"aac(3)-I_1"	"aac(3)-I_1_AJ877225"
"Aminoglycoside"	"aac(3)-Ia_1"	"aac(3)-Ia_1_X15852"
"Aminoglycoside"	"aac(3)-Ib_1"	"aac(3)-Ib_1_L06157"
"Aminoglycoside"	"aac(3)-Ib-aac(6')-I_"	"aac(3)-Ib-aac(6')-Ib'_1_AF355189"
"Aminoglycoside"	"aac(3)-Ic_1"	"aac(3)-Ic_1_AJ511268"
"Aminoglycoside"	"aac(3)-Id_1"	"aac(3)-Id_1_AB114632"
"Aminoglycoside"	"aac(3)-If_1"	"aac(3)-If_1_AY884051"
"Aminoglycoside"	"aac(3)-Ig_1"	"aac(3)-Ig_1_CP000282"
"Aminoglycoside"	"aac(3)-Ih_1"	"aac(3)-Ih_1_CP000490"
"Aminoglycoside"	"aac(3)-Ii_1"	"aac(3)-Ii_1_CP000356"
"Aminoglycoside"	"aac(3)-IIa_1_clust"	"aac(3)-IIa_1_X51534"
"Aminoglycoside"	"aac(3)-IIb_1"	"aac(3)-IIb_1_M97172"
"Aminoglycoside"	"aac(3)-IIIa_1"	"aac(3)-IIIa_1_X55652"
"Aminoglycoside"	"aac(3)-IIIb_2_clust"	"aac(3)-IIIb_1_L06160"
"Aminoglycoside"	"aac(3)-IIIc_1"	"aac(3)-IIIc_1_L06161"
"Aminoglycoside"	"aac(3)-IVa_1_clust"	"aac(3)-IVa_1_X01385"
"Aminoglycoside"	"aac(3)-VIa_1_clust"	"aac(3)-VIa_1_M88012"
"Aminoglycoside"	"aac(3)-VIIa_1"	"aac(3)-VIIa_1_M22999"
"Aminoglycoside"	"aac(3)-VIII_1_clust"	"aac(3)-VIIIa_1_M55426"
"Aminoglycoside"	"aac(3)-IXa_1"	"aac(3)-IXa_1_M55427"
"Aminoglycoside"	"aac(3)-Xa_1"	"aac(3)-Xa_1_AB028210"
"Aminoglycoside"	"aac(6')-Ic_1"	"aac(6')-Ic_1_M94066"
"Aminoglycoside"	"aac(6')-If_1"	"aac(6')-If_1_X55353"
"Aminoglycoside"	"aac(6')-Ig_1"	"aac(6')-Ig_1_L09246"
"Aminoglycoside"	"aac(6')-Ij_1"	"aac(6')-Ij_1_L29045"
"Aminoglycoside"	"aac(6')-Ik_1"	"aac(6')-Ik_1_L29510"
"Aminoglycoside"	"aac(6')-Ip_1"	"aac(6')-Ip_1_Z54241"
"Aminoglycoside"	"aac(6')-Im_1"	"aac(6')-Im_1_AF337947"
"Aminoglycoside"	"aac(6')-Iq_1_clust"	"aac(6')-Iq_1_AF047556"
"Aminoglycoside"	"aac(6')-Ir_1"	"aac(6')-Ir_1_AF031326"
"Aminoglycoside"	"aac(6')-Iw_1"	"aac(6')-Iw_1_AF031331"
"Aminoglycoside"	"aac(6')-Iad_1"	"aac(6')-Iad_1_AB119105"
"Aminoglycoside"	"aac(6')-Iae_1"	"aac(6')-Iae_1_AB104852"
"Aminoglycoside"	"aac(6')-Iai_1"	"aac(6')-Iai_1_EU886977"
"Aminoglycoside"	"aac(6')-I30_1_clust"	"aac(6')-I30_1_AY289608"
"Aminoglycoside"	"aac(6')-31_1"	"aac(6')-31_1_AM283489"
"Aminoglycoside"	"aac(6')-32_1"	"aac(6')-32_1_EF614235"
"Aminoglycoside"	"aac(6')-IIa_1"	"aac(6')-IIa_1_M29695"
"Aminoglycoside"	"aac(6')-IIb_1_clust"	"aac(6')-IIb_1_L06163"
"Aminoglycoside"	"aac(6')-IIc_1"	"aac(6')-IIc_1_NC_012555"
"Aminoglycoside"	"aac(6')-Isa_1"	"aac(6')-Isa_1_AB116646"
"Aminoglycoside"	"aacA43_1"	"aacA43_1_HQ247816"
"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"ant(3'')-Ia_1_X02340"
"Aminoglycoside"	"aadA4_1_clust"	"aadA4_1_Z50802"
"Aminoglycoside"	"aadA9_1"	"aadA9_1_AJ420072"
"Aminoglycoside"	"aadA10_1"	"aadA10_1_U37105"
"Aminoglycoside"	"aadA14_1"	"aadA14_1_AJ884726"
"Aminoglycoside"	"aadA16_1"	"aadA16_1_EU675686"
"Aminoglycoside"	"ant(6)-Ia_2"	"ant(6)-Ia_2_KF421157"
"Aminoglycoside"	"aadK_1"	"aadK_1_M26879"
"Aminoglycoside"	"ant(4')-Ib_1"	"ant(4')-Ib_1_AJ506108"
"Aminoglycoside"	"ant(4')-IIa_1"	"ant(4')-IIa_1_M98270"
"Aminoglycoside"	"ant(4')-IIb_1"	"ant(4')-IIb_1_AY114142"
"Aminoglycoside"	"ant(6)-Ib_1"	"ant(6)-Ib_1_FN594949"
"Aminoglycoside"	"aph(2'')-Ic_1"	"aph(2'')-Ic_1_U51479"
"Aminoglycoside"	"aph(2'')-Id_1_clust"	"aph(2'')-Id_1_AF016483"
"Aminoglycoside"	"aph(3')-Ib_1_clust"	"aph(3')-Ib_1_M20305"
"Aminoglycoside"	"aph(3'')-Ic_1"	"aph(3'')-Ic_1_DQ336355"
"Aminoglycoside"	"aph(3')-Id_1"	"aph(3')-Id_1_Z48231"
"Aminoglycoside"	"aph(3')-IIc_1"	"aph(3')-IIc_1_AM743169"
"Aminoglycoside"	"aph(3')-IV_1"	"aph(3')-IV_1_X03364"
"Aminoglycoside"	"aph(3')-Vc_1"	"aph(3')-Vc_1_S81599"
"Aminoglycoside"	"aph(3')-VIIa_1"	"aph(3')-VIIa_1_M29953"
"Aminoglycoside"	"aph(3')-VIII_1"	"aph(3')-VIII_1_ATGI01000028"
"Aminoglycoside"	"aph(4)-Ia_1"	"aph(4)-Ia_1_V01499"
"Aminoglycoside"	"aph(6)-Ib_1"	"aph(6)-Ib_1_X05648"
"Aminoglycoside"	"aph(6)-Ic_1"	"aph(6)-Ic_1_X01702"
"Aminoglycoside"	"aph(9)-Ia_1"	"aph(9)-Ia_1_U94857"
"Aminoglycoside"	"aph(9)-Ib_1"	"aph(9)-Ib_1_U70376"
"Aminoglycoside"	"rmtB2_1_clust"	"rmtB2_1_JN968578"
"Aminoglycoside"	"rmtF_1"	"rmtF_1_JQ808129"
"Aminoglycoside"	"rmtG_1"	"rmtG_1_JX486113"
"Aminoglycoside"	"rmtH_1"	"rmtH_1_KC544262"
"Aminoglycoside"	"armA_1"	"armA_1_AY220558"
"Aminoglycoside"	"npmA_1"	"npmA_1_AB261016"
"Aminoglycoside"	"rmtA_1"	"rmtA_1_AB120321"
"Aminoglycoside"	"rmtC_1"	"rmtC_1_AB194779"
"Betalactam"	"rmtD_1_clust"	"rmtD_1_DQ914960"
"Aminoglycoside"	"rmtE_1"	"rmtE_1_GU201947"
"Aminoglycoside"	"ant(9)-Ia_1"	"ant(9)-Ia_1_X02588"
"Aminoglycoside"	"str_1_clust"	"str_1_X92946"
"Aminoglycoside"	"ant(9)-Ia_2"	"ant(9)-Ia_2_M69221"
"Aminoglycoside"	"aac(6')-Ii_1"	"aac(6')-Ii_1_L12710"
"Aminoglycoside"	"aac(3)-XI_1"	"aac(3)-XI_1_CTEG01000046"
"Aminoglycoside"	"aac(3)-VIII_3"	"aac(3)-VIII_3_AJ748131"
"Aminoglycoside"	"kmr_1"	"kmr_1_ENA_ACB88605"
"Betalactam"	"blaNDM-18_1_clust"	"blaNDM-19_1_MF370080"
"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-368_1_KT736121"
"Betalactam"	"blaOXA-409_1_clust"	"blaOXA-336_1_KF048907"
"Betalactam"	"blaOXA-347_1"	"blaOXA-347_1_ACWG01000053"
"Betalactam"	"blaOXA-496_1_clust"	"blaOXA-361_1_KF460531"
"Betalactam"	"blaOXA-364_1_clust"	"blaOXA-364_1_JX306689"
"Betalactam"	"blaOXA-49_1_clust"	"blaOXA-366_1_KP050485"
"Betalactam"	"blaOXA-370_1_clust"	"blaOXA-370_1_KJ488943"
"Betalactam"	"blaOXA-280_1_clust"	"blaOXA-373_1_HG931732"
"Betalactam"	"blaOXA-392_1_clust"	"blaOXA-392_1_AB901044"
"Betalactam"	"blaOXA-395_1_clust"	"blaOXA-395_1_AY306133"
"Betalactam"	"blaOXA-397_1_clust"	"blaOXA-397_1_KM087865"
"Betalactam"	"blaOXA-415_1_clust"	"blaOXA-415_1_KJ865754"
"Betalactam"	"blaOXA-417_1_clust"	"blaOXA-417_1_KM220587"
"Betalactam"	"blaOXA-418_1_clust"	"blaOXA-418_1_KJ997966"
"Betalactam"	"blaOXA-436_1_clust"	"blaOXA-436_1_KT959105"
"Betalactam"	"blaOXA-437_1_clust"	"blaOXA-437_1_KP410856"
"Betalactam"	"blaOXA-443_1"	"blaOXA-443_1_LC030178"
"Betalactam"	"blaOXA-444_1"	"blaOXA-444_1_CP010800"
"Betalactam"	"blaOXA-450_1_clust"	"blaOXA-450_1_KR061502"
"Betalactam"	"blaOXA-457_1_clust"	"blaOXA-457_1_KP903887"
"Betalactam"	"blaOXA-464_1_clust"	"blaOXA-464_1_KU721146"
"Betalactam"	"blaOXA-470_1_clust"	"blaOXA-470_1_KR182163"
"Betalactam"	"blaOXA-493_1_clust"	"blaOXA-493_1_KU739135"
"Betalactam"	"blaOXA-143_1_clust"	"blaOXA-499_1_KT964029"
"Betalactam"	"blaOXA-527_1"	"blaOXA-527_1_KX599404"
"Betalactam"	"blaOXA-537_1_clust"	"blaOXA-537_1_KX360747"
"Betalactam"	"blaIMP-58_1_clust"	"blaIMP-58_1_KU647281"
"Betalactam"	"blaOXA-427_1"	"blaOXA-427_1_KX827604"
"Betalactam"	"blaCMH-3_1"	"blaCMH-3_1_KX192165"
"Betalactam"	"blaSGM-7_1_clust"	"blaSGM-7_1_NG050614"
"Betalactam"	"blaOXA-307_1"	"blaOXA-307_1_NG_050611"
"Betalactam"	"blaOXA-303_1_clust"	"blaOXA-287_1_NG_050609"
"Betalactam"	"blaOXA-279_1_clust"	"blaOXA-289_1_APRM01000005"
"Betalactam"	"blaOXA-293_1_clust"	"blaOXA-293_1_NG_050610"
"Betalactam"	"blaL_1_clust"	"blaL_1_NG050597"
"Betalactam"	"blaVHW-1_1_clust"	"blaVHW-1_1_AF217648"
"Betalactam"	"blaTER-2_1_clust"	"blaTER-2_1_FJ263090"
"Betalactam"	"blaSST-1_1_clust"	"blaSST-1_1_AB008455"
"Betalactam"	"blaSPU-1_1"	"blaSPU-1_1_GQ919044"
"Betalactam"	"blaSPG-1_1"	"blaSPG-1_1_KP109680"
"Betalactam"	"blaSGM-4_1"	"blaSGM-4_1_CP002798"
"Betalactam"	"blaSGM-2_1"	"blaSGM-2_1_AP010803"
"Betalactam"	"blaSGM-1_1"	"blaSGM-1_1_AAQG01000013"
"Betalactam"	"blaSCO-1_1"	"blaSCO-1_1_EF063111"
"Betalactam"	"blaPLA1a_1_clust"	"blaPLA-6A_1_DQ251478"
"Betalactam"	"blaPEDO-3_1"	"blaPEDO-3_1_KP109679"
"Betalactam"	"blaPEDO-2_1"	"blaPEDO-2_1_KP109678"
"Betalactam"	"blaPEDO-1_1"	"blaPEDO-1_1_KP109677"
"Betalactam"	"blaOXA-466_1_clust"	"blaOXA-466_1_KR061501"
"Betalactam"	"blaOXA-447_1_clust"	"blaOXA-449_1_KR061498"
"Betalactam"	"blaOXA-308_1"	"blaOXA-308_1_APPN01000080"
"Betalactam"	"blaOXA-306_1"	"blaOXA-306_1_APSB01000022"
"Betalactam"	"blaOXA-302_1"	"blaOXA-302_1_APRT01000004"
"Betalactam"	"blaOXA-299_1"	"blaOXA-299_1_APQD01000016"
"Betalactam"	"blaOXA-298_1_clust"	"blaOXA-298_1_APSA01000003"
"Betalactam"	"blaVCC-1_1"	"blaVCC-1_1_KT818596"
"Betalactam"	"blaPAM-1_1"	"blaPAM-1_1_AB858498"
"Betalactam"	"blaTMB-1_1_clust"	"blaTMB-1_1_FR771847"
"Betalactam"	"blaACC-2_1_clust"	"blaACC-2_1_AF180952"
"Betalactam"	"blaACC-3_1"	"blaACC-3_1_AF180958"
"Betalactam"	"blaACT-1_1_clust"	"blaACT-1_1_U58495"
"Betalactam"	"blaACT-5_1_clust"	"blaACT-5_1_FJ237369"
"Betalactam"	"blaACT-9_1"	"blaACT-9_1_HQ693810"
"Betalactam"	"blaACT-12_1"	"blaACT-12_1_JX440355"
"Betalactam"	"blaBEL-1_1_clust"	"blaBEL-1_1_DQ089809"
"Betalactam"	"cepA_1_clust"	"cepA_1_L13472"
"Betalactam"	"blaCMY-1_1_clust"	"blaCMY-1_1_X92508"
"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-2_1_X91840"
"Betalactam"	"blaCMY-98_1"	"blaCMY-98_1_KC603538"
"Betalactam"	"blaCTX-M-211_1_clust"	"blaCTX-M-1_1_DQ915955"
"Betalactam"	"blaCTX-M-4_1_clust"	"blaCTX-M-4_1_Y14156"
"Betalactam"	"blaCTX-M-8_1_clust"	"blaCTX-M-8_1_AF189721"
"Betalactam"	"blaCTX-M-110_1_clust"	"blaCTX-M-9_1_AF174129"
"Betalactam"	"blaCTX-M-25_1_clust"	"blaCTX-M-25_1_AF518567"
"Betalactam"	"blaCTX-M-64_1_clust"	"blaCTX-M-64_1_AB284167"
"Betalactam"	"blaCTX-M-74_1_clust"	"blaCTX-M-74_1_GQ149243"
"Betalactam"	"blaDHA-1_1_clust"	"blaDHA-1_1_Y16410"
"Betalactam"	"blaFONA-6_1_clust"	"blaFONA-6_1_AJ251244"
"Betalactam"	"blaFOX-1_1_clust"	"blaFOX-1_1_X77455"
"Betalactam"	"blaGOB-11_1_clust"	"blaGOB-1_1_EF394442"
"Betalactam"	"blaGOB-7_1"	"blaGOB-7_1_AF189297"
"Betalactam"	"blaGOB-16_1_clust"	"blaGOB-16_1_GU188443"
"Betalactam"	"blaHERA-1_1_clust"	"blaHERA-1_1_AF311385"
"Betalactam"	"blaIND-1_1_clust"	"blaIND-1_1_AF099139"
"Betalactam"	"blaIND-2_2_clust"	"blaIND-2_2_AF219127"
"Betalactam"	"blaIND-3_1_clust"	"blaIND-3_1_AF219131"
"Betalactam"	"blaIND-4_1"	"blaIND-4_1_AF219135"
"Betalactam"	"blaIND-5_1"	"blaIND-5_1_AY504627"
"Betalactam"	"blaIND-6_1"	"blaIND-6_1_AM087455"
"Betalactam"	"blaIND-8_1_clust"	"blaIND-8_1_GU186044"
"Betalactam"	"blaIND-9_1"	"blaIND-9_1_GU186045"
"Betalactam"	"blaKPC-34_1_clust"	"blaKPC-2_1_AY034847"
"Betalactam"	"blaLEN2_1_clust"	"blaLEN1_1_X04515"
"Betalactam"	"blaMAL-1_1_clust"	"blaMAL-1_1_AJ277209"
"Betalactam"	"blaMIR-2_1_clust"	"blaMIR-2_1_AY227752"
"Betalactam"	"blaMOX-5_1_clust"	"blaMOX-5_1_GQ152600"
"Betalactam"	"blaOCH-2_1_clust"	"blaOCH-2_1_AJ295340"
"Betalactam"	"blaOKP-A-1_1_clust"	"blaOKP-A-1_1_AM051138"
"Betalactam"	"blaOXA-SHE_1_clust"	"blaOXA-SHE_1_AY066004"
"Betalactam"	"blaOXA-5_1_clust"	"blaOXA-5_1_AF347074"
"Betalactam"	"blaOXA-9_1"	"blaOXA-9_1_KQ089875"
"Betalactam"	"blaOXA-18_1"	"blaOXA-18_1_U85514"
"Betalactam"	"blaOXA-20_1_clust"	"blaOXA-20_1_AY307114"
"Betalactam"	"blaOXA-22_1"	"blaOXA-22_1_AF064820"
"Betalactam"	"blaOXA-29_1"	"blaOXA-29_1_AJ400619"
"Betalactam"	"blaOXA-42_1_clust"	"blaOXA-42_1_AJ488302"
"Betalactam"	"blaOXA-45_1"	"blaOXA-45_1_AJ519683"
"Betalactam"	"blaOXA-46_1_clust"	"blaOXA-46_1_AF317511"
"Betalactam"	"blaOXA-53_1"	"blaOXA-53_1_AY289608"
"Betalactam"	"blaOXA-54_1"	"blaOXA-54_1_AY500137"
"Betalactam"	"blaOXA-60_1_clust"	"blaOXA-60_1_AF525303"
"Betalactam"	"blaOXA-62_1_clust"	"blaOXA-62_1_AY423074"
"Betalactam"	"blaOXA-85_1"	"blaOXA-85_1_JANA01000064"
"Betalactam"	"blaOXA-104_1"	"blaOXA-104_1_EF581285"
"Betalactam"	"blaOXA-114g_1_clust"	"blaOXA-114g_1_HM368376"
"Betalactam"	"blaOXA-198_1"	"blaOXA-198_1_HQ634775"
"Betalactam"	"blaOXA-209_1"	"blaOXA-209_1_JF268688"
"Betalactam"	"blaOXA-213_1_clust"	"blaOXA-213_1_JN861781"
"Betalactam"	"blaOXA-214_1_clust"	"blaOXA-214_1_JN861782"
"Betalactam"	"blaOXA-258_1"	"blaOXA-258_1_HE614014"
"Betalactam"	"blaOXA-372_1"	"blaOXA-372_1_KJ746496"
"Betalactam"	"blaOXY-1-1_1_clust"	"blaOXY-1-1_1_Z30177"
"Betalactam"	"blaOXY-2-1_1_clust"	"blaOXY-2-1_1_AJ871866"
"Betalactam"	"blaOXY-3-1_1"	"blaOXY-3-1_1_AF491278"
"Betalactam"	"blaPAO_1_clust"	"blaPAO_1_AY083595"
"Betalactam"	"blaPER-1_1_clust"	"blaPER-1_1_GU944725"
"Betalactam"	"blaPER-2_1"	"blaPER-2_1_X93314"
"Betalactam"	"blaPER-6_1"	"blaPER-6_1_GQ396303"
"Betalactam"	"blaRAHN-1_1_clust"	"blaRAHN-1_1_GU645205"
"Betalactam"	"blaRAHN-2_2"	"blaRAHN-2_2_HM114350"
"Betalactam"	"blaROB-1_1_clust"	"blaROB-1_1_DQ840517"
"Betalactam"	"blaSHV-100_1_clust"	"blaSHV-2a_1_X98102"
"Betalactam"	"blaTEM-1A_1_clust"	"blaTEM-1A_1_HM749966"
"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-1_1_HM370393"
"Betalactam"	"ampH_1_clust"	"ampH_1_AJ276031"
"Betalactam"	"blaSMB-1_1"	"blaSMB-1_1_AB636283"
"Betalactam"	"POM-1_1"	"POM-1_1_GU002295"
"Betalactam"	"blaCFE-1_1"	"blaCFE-1_1_AB107899"
"Betalactam"	"blaNPS_1_clust"	"blaNPS_1_AY027589"
"Betalactam"	"blaNMC-A_1_clust"	"blaNMC-A_1_AJ536087"
"Betalactam"	"blaFAR-1_1"	"blaFAR-1_1_AF024601"
"Betalactam"	"blaKHM-1_1"	"blaKHM-1_1_AB364006"
"Betalactam"	"imiS_1_clust"	"blaCEPH-A3_1_AY112998"
"Betalactam"	"blaSIM-1_1"	"blaSIM-1_1_JF731030"
"Betalactam"	"blaGIM-1_1"	"blaGIM-1_1_JF414726"
"Betalactam"	"blaSPM-1_1"	"blaSPM-1_1_AY341249"
"Betalactam"	"blaBES-1_1"	"blaBES-1_1_AF234999"
"Betalactam"	"blaTLA-1_1"	"blaTLA-1_1_AF148067"
"Betalactam"	"hugA_1"	"hugA_1_AF324468"
"Betalactam"	"blaDIM-1_1"	"blaDIM-1_1_GU323019"
"Betalactam"	"blaAER-1_1"	"blaAER-1_1_U14748"
"Betalactam"	"blaBIC-1_1"	"blaBIC-1_1_GQ260093"
"Betalactam"	"blaERP-1_1"	"blaERP-1_1_AY077733"
"Betalactam"	"blaPME-1_1"	"blaPME-1_1_HQ541434"
"Betalactam"	"blaJOHN-1_1"	"blaJOHN-1_1_AY028464"
"Betalactam"	"blaMUS-1_1"	"blaMUS-1_1_AF441286"
"Betalactam"	"blaCGB-1_1"	"blaCGB-1_1_EF672680"
"Betalactam"	"blaEBR-1_1"	"blaEBR-1_1_AF416700"
"Betalactam"	"blaTUS-1_1"	"blaTUS-1_1_AF441287"
"Betalactam"	"blaACI-1_1"	"blaACI-1_1_AJ007350"
"Betalactam"	"blaAST-1_1"	"blaAST-1_1_AF279904"
"Betalactam"	"blaCME-1_1"	"blaCME-1_1_AJ006275"
"Betalactam"	"blaDES-1_1"	"blaDES-1_1_AF426161"
"Betalactam"	"blaLUT-1_1"	"blaLUT-1_1_AY695112"
"Betalactam"	"blaSED1_1"	"blaSED1_1_AF321608"
"Betalactam"	"penA_1"	"penA_1_AF515059"
"Betalactam"	"blaTRU_1"	"blaTRU_1_EU046614"
"Betalactam"	"blaZEG-1_1"	"blaZEG-1_1_AY265891"
"Betalactam"	"blaADC-25_1"	"blaADC-25_1_EF016355"
"Betalactam"	"blaA_2_clust"	"blaA_1_DQ424965"
"Betalactam"	"blaB-2_1_clust"	"blaB-2_1_AF189300"
"Betalactam"	"blaB-5_1_clust"	"blaB-5_1_AF189303"
"Betalactam"	"blaB-12_1_clust"	"blaB-12_1_EF595958"
"Betalactam"	"blaL1_3"	"blaL1_3_EF126059"
"Betalactam"	"blaZ_29_clust"	"blaZ_1_CP000704"
"Betalactam"	"blaZ_8_clust"	"blaZ_8_HE993884"
"Betalactam"	"blaZ_12"	"blaZ_12_M15195"
"Betalactam"	"cfiA1_1_clust"	"cfiA1_1_AB087225"
"Betalactam"	"cfxA_1_clust"	"cfxA_1_U38243"
"Betalactam"	"cfxA6_1"	"cfxA6_1_GQ342996"
"Betalactam"	"blaIMP-1_1_clust"	"blaIMP-1_1_EF027105"
"Betalactam"	"blaIMP-37_1_clust"	"blaIMP-2_1_AJ243491"
"Betalactam"	"blaIMP-12_1_clust"	"blaIMP-12_1_AJ420864"
"Betalactam"	"blaIMP-14_1_clust"	"blaIMP-14_1_AY553332"
"Betalactam"	"blaIMP-27_1_clust"	"blaIMP-27_1_JF894248"
"Betalactam"	"blaIMP-35_1_clust"	"blaIMP-31_1_KF148593"
"Betalactam"	"blaVIM-48_1_clust"	"blaVIM-1_1_Y18050"
"Betalactam"	"blaVIM-7_1"	"blaVIM-7_1_AJ536835"
"Betalactam"	"blaVIM-13_1_clust"	"blaVIM-13_1_DQ365886"
"Betalactam"	"blaGES-1_1_clust"	"blaGES-1_1_HQ170511"
"Betalactam"	"blaGES-23_1"	"blaGES-23_1_KF179354"
"Betalactam"	"blaSFC-1_1"	"blaSFC-1_1_AY354402"
"Betalactam"	"blaSME-1_1_clust"	"blaSME-1_1_Z28968"
"Betalactam"	"blaFRI-1_1_clust"	"blaFRI-1_1_KT192551"
"Betalactam"	"blaBRO-1_1_clust"	"blaBRO-1_1_Z54180"
"Betalactam"	"blaBKC-1_1"	"blaBKC-1_1_KP689347"
"Betalactam"	"blaIMI-5_1"	"blaIMI-5_1_KT599915"
"Betalactam"	"blaOXA-296_1"	"blaOXA-296_1_APOH01000009"
"Betalactam"	"blaOXA-295_1_clust"	"blaOXA-295_1_APRW01000016"
"Betalactam"	"blaOXA-288_1"	"blaOXA-288_1_APRN01000033"
"Betalactam"	"blaOXA-275_1_clust"	"blaOXA-275_1_APPJ01000001"
"Betalactam"	"blaOXA-266_1"	"blaOXA-266_1_APPO01000008"
"Betalactam"	"blaOXA-159_1_clust"	"blaOXA-159_1_KP771987"
"Betalactam"	"blaOXA-157_1"	"blaOXA-157_1_KP771985"
"Betalactam"	"blaOXA-156_1"	"blaOXA-156_1_KP771984"
"Betalactam"	"blaOXA-155_1_clust"	"blaOXA-155_1_KP771983"
